ff,255,0.238243,1
00,0,0.238243,2
fb,251,0.191141,3
04,4,0.191141,4
f7,247,0.185308,5
08,8,0.185308,6
20,32,0.185187,7
df,223,0.185187,8
02,2,0.183361,9
fd,253,0.183361,10
bf,191,0.176611,11
40,64,0.176611,12
80,128,0.170334,13
7f,127,0.170334,14
10,16,0.166340,15
ef,239,0.166340,16
fe,254,0.161928,17
01,1,0.161928,18
24,36,0.139731,19
db,219,0.139731,20
0c,12,0.139214,21
f3,243,0.139214,22
f9,249,0.137516,23
06,6,0.137516,24
d7,215,0.132793,25
28,40,0.132793,26
44,68,0.131026,27
bb,187,0.131026,28
22,34,0.130667,29
dd,221,0.130667,30
f5,245,0.129923,31
0a,10,0.129923,32
48,72,0.126364,33
b7,183,0.126364,34
9f,159,0.125100,35
60,96,0.125100,36
7b,123,0.124805,37
84,132,0.124805,38
bd,189,0.122705,39
42,66,0.122705,40
eb,235,0.121133,41
14,20,0.121133,42
88,136,0.117697,43
77,119,0.117697,44
5f,95,0.117372,45
a0,160,0.117372,46
05,5,0.116362,47
fa,250,0.116362,48
e7,231,0.115323,49
18,24,0.115323,50
7d,125,0.115187,51
82,130,0.115187,52
30,48,0.114099,53
cf,207,0.114099,54
ed,237,0.112200,55
12,18,0.112200,56
09,9,0.109906,57
f6,246,0.109906,58
c0,192,0.109363,59
3f,63,0.109363,60
21,33,0.108073,61
de,222,0.108073,62
03,3,0.107320,63
fc,252,0.107320,64
af,175,0.107235,65
50,80,0.107235,66
41,65,0.102648,67
be,190,0.102648,68
6f,111,0.099438,69
90,144,0.099438,70
7e,126,0.095303,71
81,129,0.095303,72
ee,238,0.090143,73
11,17,0.090143,74
d3,211,0.087951,75
2c,44,0.087951,76
26,38,0.085813,77
d9,217,0.085813,78
0e,14,0.085152,79
f1,241,0.085152,80
4c,76,0.081166,81
b3,179,0.081166,82
64,100,0.080495,83
9b,155,0.080495,84
46,70,0.078028,85
b9,185,0.078028,86
2a,42,0.077985,87
d5,213,0.077985,88
97,151,0.074493,89
68,104,0.074493,90
8c,140,0.072988,91
73,115,0.072988,92
5b,91,0.072851,93
a4,164,0.072851,94
4a,74,0.071659,95
b5,181,0.071659,96
9d,157,0.071116,97
62,98,0.071116,98
79,121,0.070514,99
86,134,0.070514,100
e3,227,0.070444,101
1c,28,0.070444,102
34,52,0.069739,103
