00,0,0.231867,1
ff,255,0.231867,2
bf,191,0.183681,3
40,64,0.183681,4
80,128,0.181771,5
7f,127,0.181771,6
08,8,0.175767,7
f7,247,0.175767,8
ef,239,0.173482,9
10,16,0.173482,10
df,223,0.173311,11
20,32,0.173311,12
02,2,0.169712,13
fd,253,0.169712,14
fe,254,0.167408,15
01,1,0.167408,16
fb,251,0.165123,17
04,4,0.165123,18
3f,63,0.134931,19
c0,192,0.134931,20
48,72,0.128536,21
b7,183,0.128536,22
88,136,0.125876,23
77,119,0.125876,24
60,96,0.125556,25
9f,159,0.125556,26
50,80,0.125466,27
af,175,0.125466,28
90,144,0.122671,29
6f,111,0.122671,30
5f,95,0.122526,31
a0,160,0.122526,32
42,66,0.121887,33
bd,189,0.121887,34
82,130,0.119915,35
7d,125,0.119915,36
e7,231,0.118939,37
18,24,0.118939,38
d7,215,0.118814,39
28,40,0.118814,40
41,65,0.118635,41
be,190,0.118635,42
44,68,0.116811,43
bb,187,0.116811,44
81,129,0.116220,45
7e,126,0.116220,46
0a,10,0.115897,47
f5,245,0.115897,48
84,132,0.115686,49
7b,123,0.115686,50
cf,207,0.115372,51
30,48,0.115372,52
12,18,0.111420,53
ed,237,0.111420,54
09,9,0.111013,55
f6,246,0.111013,56
22,34,0.110949,57
dd,221,0.110949,58
0c,12,0.110006,59
f3,243,0.110006,60
21,33,0.109218,61
de,222,0.109218,62
11,17,0.108984,63
ee,238,0.108984,64
db,219,0.106230,65
24,36,0.106230,66
03,3,0.105435,67
fc,252,0.105435,68
eb,235,0.104492,69
14,20,0.104492,70
f9,249,0.102105,71
06,6,0.102105,72
05,5,0.098753,73
fa,250,0.098753,74
c8,200,0.079553,75
37,55,0.079553,76
1f,31,0.075849,77
e0,224,0.075849,78
2f,47,0.075689,79
d0,208,0.075689,80
3d,61,0.072825,81
c2,194,0.072825,82
68,104,0.071573,83
97,151,0.071573,84
58,88,0.071390,85
a7,167,0.071390,86
3e,62,0.068730,87
c1,193,0.068730,88
57,87,0.068430,89
a8,168,0.068430,90
b5,181,0.068378,91
4a,74,0.068378,92
98,152,0.068365,93
67,103,0.068365,94
3b,59,0.067681,95
c4,196,0.067681,96
8f,143,0.067542,97
70,112,0.067542,98
75,117,0.065814,99
8a,138,0.065814,100
b0,176,0.064340,101
4f,79,0.064340,102
62,98,0.063741,103
9d,157,0.063741,104
ad,173,0.063739,105
52,82,0.063739,106
49,73,0.063659,107
b6,182,0.063659,108
b3,179,0.062288,109
4c,76,0.062288,110
c7,199,0.061403,111
38,56,0.061403,112
6d,109,0.061115,113
92,146,0.061115,114
a2,162,0.061019,115
5d,93,0.061019,116
76,118,0.060910,117
89,137,0.060910,118
9e,158,0.060807,119
61,97,0.060807,120
ae,174,0.060393,121
51,81,0.060393,122
73,115,0.060158,123
8c,140,0.060158,124
64,100,0.058304,125
9b,155,0.058304,126
1a,26,0.057984,127
e5,229,0.057984,128
d5,213,0.057914,129
2a,42,0.057914,130
5e,94,0.057838,131
a1,161,0.057838,132
91,145,0.057535,133
6e,110,0.057535,134
bc,188,0.057122,135
43,67,0.057122,136
ab,171,0.057073,137
54,84,0.057073,138
a4,164,0.055969,139
5b,91,0.055969,140
6b,107,0.054865,141
94,148,0.054865,142
aa,170,0.054681,143
55,85,0.054681,144
7c,124,0.054662,145
83,131,0.054662,146
46,70,0.054434,147
b9,185,0.054434,148
d6,214,0.054076,149
29,41,0.054076,150
e6,230,0.053757,151
19,25,0.053757,152
cd,205,0.053147,153
32,50,0.053147,154
79,121,0.052556,155
86,134,0.052556,156
2c,44,0.051990,157
d3,211,0.051990,158
e3,227,0.050930,159
1c,28,0.050930,160
0b,11,0.050757,161
f4,244,0.050757,162
ba,186,0.050602,163
45,69,0.050602,164
ce,206,0.050440,165
31,49,0.050440,166
7a,122,0.048488,167
85,133,0.048488,168
0e,14,0.048464,169
f1,241,0.048464,170
dc,220,0.046797,171
23,35,0.046797,172
cb,203,0.046732,173
34,52,0.046732,174
ec,236,0.046612,175
13,19,0.046612,176
ea,234,0.044505,177
15,21,0.044505,178
0d,13,0.043951,179
f2,242,0.043951,180
d9,217,0.043690,181
26,38,0.043690,182
2b,43,0.043599,183
d4,212,0.043599,184
74,116,0.042939,185
8b,139,0.042939,186
e9,233,0.042874,187
16,22,0.042874,188
9a,154,0.042098,189
65,101,0.042098,190
25,37,0.040433,191
da,218,0.040433,192
07,7,0.036640,193
f8,248,0.036640,194
96,150,0.036315,195
69,105,0.036315,196
ca,202,0.036110,197
35,53,0.036110,198
71,113,0.035866,199
8e,142,0.035866,200
2e,46,0.032629,201
d1,209,0.032629,202
9c,156,0.032409,203
63,99,0.032409,204
a9,169,0.031821,205
56,86,0.031821,206
1b,27,0.031182,207
e4,228,0.031182,208
b8,184,0.030948,209
47,71,0.030948,210
c3,195,0.030774,211
3c,60,0.030774,212
d2,210,0.030368,213
2d,45,0.030368,214
39,57,0.029984,215
c6,198,0.029984,216
a3,163,0.029165,217
5c,92,0.029165,218
6c,108,0.028448,219
93,147,0.028448,220
33,51,0.028421,221
cc,204,0.028421,222
e2,226,0.028315,223
1d,29,0.028315,224
8d,141,0.027156,225
72,114,0.027156,226
95,149,0.025766,227
6a,106,0.025766,228
d8,216,0.025766,229
27,39,0.025766,230
c9,201,0.025274,231
36,54,0.025274,232
b2,178,0.025011,233
4d,77,0.025011,234
17,23,0.024943,235
e8,232,0.024943,236
53,83,0.024685,237
ac,172,0.024685,238
66,102,0.024570,239
99,153,0.024570,240
3a,58,0.023738,241
c5,197,0.023738,242
4b,75,0.021559,243
b4,180,0.021559,244
a6,166,0.021304,245
59,89,0.021304,246
5a,90,0.020636,247
a5,165,0.020636,248
1e,30,0.020628,249
e1,225,0.020628,250
0f,15,0.020277,251
f0,240,0.020277,252
b1,177,0.019060,253
4e,78,0.019060,254
78,120,0.017609,255
87,135,0.017609,256
