00,0,0.260890,1
ff,255,0.260890,2
bf,191,0.209236,3
40,64,0.209236,4
ef,239,0.205869,5
10,16,0.205869,6
04,4,0.195815,7
fb,251,0.195815,8
02,2,0.194047,9
fd,253,0.194047,10
f7,247,0.193787,11
08,8,0.193787,12
df,223,0.193753,13
20,32,0.193753,14
01,1,0.192183,15
fe,254,0.192183,16
80,128,0.185347,17
7f,127,0.185347,18
50,80,0.154352,19
af,175,0.154352,20
44,68,0.142656,21
bb,187,0.142656,22
14,20,0.142618,23
eb,235,0.142618,24
b7,183,0.142499,25
48,72,0.142499,26
bd,189,0.142105,27
42,66,0.142105,28
9f,159,0.140711,29
60,96,0.140711,30
cf,207,0.140575,31
30,48,0.140575,32
e7,231,0.140333,33
18,24,0.140333,34
be,190,0.139890,35
41,65,0.139890,36
ed,237,0.139559,37
12,18,0.139559,38
11,17,0.139157,39
ee,238,0.139157,40
c0,192,0.133241,41
3f,63,0.133241,42
6f,111,0.130880,43
90,144,0.130880,44
0c,12,0.128393,45
f3,243,0.128393,46
06,6,0.128069,47
f9,249,0.128069,48
fa,250,0.127031,49
05,5,0.127031,50
09,9,0.127025,51
f6,246,0.127025,52
0a,10,0.126263,53
f5,245,0.126263,54
28,40,0.125879,55
d7,215,0.125879,56
db,219,0.125502,57
24,36,0.125502,58
22,34,0.125481,59
dd,221,0.125481,60
fc,252,0.123757,61
03,3,0.123757,62
21,33,0.123571,63
de,222,0.123571,64
7b,123,0.118171,65
84,132,0.118171,66
88,136,0.117121,67
77,119,0.117121,68
7e,126,0.115547,69
81,129,0.115547,70
82,130,0.115438,71
7d,125,0.115438,72
5f,95,0.115215,73
a0,160,0.115215,74
ab,171,0.089669,75
54,84,0.089669,76
a7,167,0.089079,77
58,88,0.089079,78
ad,173,0.087759,79
52,82,0.087759,80
70,112,0.087500,81
8f,143,0.087500,82
51,81,0.087029,83
ae,174,0.087029,84
d0,208,0.078829,85
2f,47,0.078829,86
e3,227,0.076052,87
1c,28,0.076052,88
b3,179,0.075904,89
4c,76,0.075904,90
b9,185,0.074761,91
46,70,0.074761,92
16,22,0.074731,93
e9,233,0.074731,94
ea,234,0.074674,95
15,21,0.074674,96
b6,182,0.074496,97
49,73,0.074496,98
b5,181,0.074451,99
4a,74,0.074451,100
19,25,0.074264,101
e6,230,0.074264,102
ba,186,0.073756,103
45,69,0.073756,104
34,52,0.073659,105
cb,203,0.073659,106
38,56,0.073477,107
c7,199,0.073477,108
97,151,0.073374,109
68,104,0.073374,110
e5,229,0.073298,111
1a,26,0.073298,112
9b,155,0.072427,113
64,100,0.072427,114
9d,157,0.072168,115
62,98,0.072168,116
cd,205,0.072097,117
32,50,0.072097,118
bc,188,0.071625,119
43,67,0.071625,120
31,49,0.071528,121
ce,206,0.071528,122
13,19,0.071255,123
ec,236,0.071255,124
9e,158,0.070685,125
61,97,0.070685,126
3e,62,0.068299,127
c1,193,0.068299,128
37,55,0.065133,129
c8,200,0.065133,130
6b,107,0.065079,131
94,148,0.065079,132
3b,59,0.065041,133
c4,196,0.065041,134
67,103,0.064174,135
98,152,0.064174,136
3d,61,0.063152,137
c2,194,0.063152,138
91,145,0.062601,139
6e,110,0.062601,140
b0,176,0.062210,141
4f,79,0.062210,142
e0,224,0.062204,143
1f,31,0.062204,144
92,146,0.062076,145
6d,109,0.062076,146
0d,13,0.060634,147
f2,242,0.060634,148
f1,241,0.060107,149
0e,14,0.060107,150
d3,211,0.058509,151
2c,44,0.058509,152
c5,197,0.058342,153
3a,58,0.058342,154
07,7,0.057963,155
f8,248,0.057963,156
f4,244,0.057818,157
0b,11,0.057818,158
29,41,0.057317,159
d6,214,0.057317,160
2a,42,0.057222,161
d5,213,0.057222,162
26,38,0.057189,163
d9,217,0.057189,164
da,218,0.056484,165
25,37,0.056484,166
2e,46,0.054807,167
d1,209,0.054807,168
dc,220,0.054659,169
23,35,0.054659,170
1d,29,0.052482,171
e2,226,0.052482,172
3c,60,0.051503,173
c3,195,0.051503,174
a2,162,0.050766,175
5d,93,0.050766,176
73,115,0.050352,177
8c,140,0.050352,178
d4,212,0.048922,179
2b,43,0.048922,180
89,137,0.048755,181
76,118,0.048755,182
7a,122,0.048598,183
85,133,0.048598,184
79,121,0.048399,185
86,134,0.048399,186
75,117,0.047878,187
8a,138,0.047878,188
57,87,0.047315,189
a8,168,0.047315,190
b2,178,0.047217,191
4d,77,0.047217,192
a4,164,0.047016,193
5b,91,0.047016,194
39,57,0.045950,195
c6,198,0.045950,196
83,131,0.045695,197
7c,124,0.045695,198
5e,94,0.045194,199
a1,161,0.045194,200
59,89,0.044920,201
a6,166,0.044920,202
4e,78,0.044765,203
b1,177,0.044765,204
36,54,0.043615,205
c9,201,0.043615,206
d2,210,0.042261,207
